,State,City,Zip,Address,Phone,Name
7401,Ohio,Lorain,44055,1865 North Ridge Road East,(440) 324-5701,Bellefaire Jewish Childrens Bureau
7402,Ohio,Lorain,44053,3364 Kolbe Road,(440) 960-7960,ClearVista Health and Wellness
7403,Ohio,Lorain,44052,401 Broadway,(440) 538-0022,Family Solutions of Ohio
7404,Ohio,Lorain,44053,6150 Park Square Drive,(440) 984-3882,Firelands Csl and Recovery Servs
7405,Ohio,Lorain,44053,6140 South Broadway,(440) 233-7232,Nord Center
7406,Ohio,Lorain,44055,2173 North Ridge Road,(440) 260-6108,OhioGuidestone
7407,Ohio,Madison,44057,1677 Hubbard Road,(440) 428-1169,North Coast Behavioral Healthcare Madison Place
7408,Ohio,Mansfield,44907,741 Scholl Road,(419) 756-1717,Center for Individual and Family Servs
7409,Ohio,Mansfield,44903,151 Marion Avenue,(419) 774-9969,Family Life Counseling and Psychiatric Services
7410,Ohio,Mansfield,44903,222 Marion Avenue,(567) 560-3582,Family Life Counseling and Psychiatric Services
7411,Ohio,Mansfield,44903,1451 Lucas Road,(419) 589-5511,Foundations for Living
7412,Ohio,Mansfield,44906,1025 South Trimble Road,(419) 529-4602x1403,Louis Stokes VA Medical Center Mansfield CBOC
7413,Ohio,Mansfield,44907,270 Sterkel Boulevard,(419) 756-1133,Rehab Center
7414,Ohio,Maple Heights,44137,5260 Cato Street,(216) 581-4569,North Coast Behavioral Healthcare Cato House
7415,Ohio,Maple Heights,44137,21100 Southgate Park Boulevard,(216) 663-6100,Signature Health Inc
7416,Ohio,Marietta,45750,27843 State Route 7,(740) 568-0412,Chillicothe VA Med Ctr Marietta CBOC
7417,Ohio,Marietta,45750,207 Colgate Drive,(740) 376-0930,Life and Purpose Behavioral Health
7418,Ohio,Marion,43302,333 West Center Street,(740) 387-5210x1225,MACC West
7419,Ohio,Marion,43302,320 Executive Drive,(740) 387-5210,Marion Area Counseling Center
7420,Ohio,Marion,43302,1000 McKinley Park Drive,(740) 383-8540,Marion General Hospital Mental Health Unit
7421,Ohio,Marion,43302,1000 McKinley Park Drive,(740) 383-8486,OhioHealth Marion General Hospital Partial Hospitalization Program
7422,Ohio,Martins Ferry,43935,301 Walnut Street,(740) 633-2161,MARTINS FERRY Southeast Healthcare Services
7423,Ohio,Marysville,43040,715 South Plum Street,(937) 644-9192,Maryhaven
7424,Ohio,Mason,45040,5108 Cedar Village Drive,(513) 785-2160,Butler Behavioral Health Services Mason Counseling Center
7425,Ohio,Mason,45040,4075 Old Western Row Road,(513) 536-4673,Lindner Center of HOPE
7426,Ohio,Massillon,44646,721 Lincoln Way East,(844) 802-7769,Arrow Passage Recovery
7427,Ohio,Massillon,44647,130 1st Street NW,(330) 833-0234,CommQuest Services Inc Massillon Outpatient
7428,Ohio,Massillon,44646,3000 Erie Street South,(330) 833-3135x2212,Heartland Behavioral Healthcare
7429,Ohio,Maumee,43537,1725 Timber Line Road,(419) 891-9333,Arrowhead Behavioral Health
7430,Ohio,McArthur,45651,313 West Main Street,(740) 596-4809,Hopewell Health Centers Inc
7431,Ohio,Medina,44256,246 Northland Drive,(330) 725-9195,Alternative Paths Inc
7432,Ohio,Medina,44256,807 East Washington Street,(330) 241-4444,Bellefaire Jewish Childrens Bureau
7433,Ohio,Medina,44256,4210 North Jefferson Street,(330) 723-9615,Catholic Charities Community Servs
7434,Ohio,Medina,44256,801 East Washington Street,(330) 722-1069,Charak Center for Health and Wellness Rakesh Ranjan MD and Associates Inc
7435,Ohio,Mentor,44060,9220 Mentor Avenue,(440) 354-9924,Beacon Health
7436,Ohio,Mentor,44060,8532 Mentor Avenue,(440) 205-1008,Charak Center for Health and Wellness Rakesh Ranjan MD and Associates Inc
7437,Ohio,Mentor,44060,8445 Munson Road,(440) 255-1700,Crossroads Lake County Mental Health Counseling Service
7438,Ohio,Middlefield,44062,9637 State Route 534,(440) 426-2000x104,Hopewell
7439,Ohio,Middlefield,44062,16030 East High Street,(440) 632-5355,Ravenwood Health Middlefield Office
7440,Ohio,Middletown,45044,1531 South Breiel Boulevard,(513) 649-8008,Access Counseling Services
7441,Ohio,Middletown,45044,2114 Central Avenue,(513) 649-8008,Access Counseling Services LLC
7442,Ohio,Middletown,45044,20 South Breiel Boulevard,(513) 649-8008,Access Counseling Services LLC
7443,Ohio,Middletown,45042,1131 Manchester Avenue,(513) 422-7016,Butler Behavioral Health Services Middletown Counseling Center
7444,Ohio,Middletown,45044,1239 Central Avenue,(513) 737-1247,CDC Behavioral Health Services Middletown
7445,Ohio,Middletown,45044,7777 Yankee Road,(513) 803-9600,Cincinnati Childrens Liberty Campus
7446,Ohio,Middletown,45042,1131 Manchester Avenue,(513) 422-4004,Transitional Living Middletown Office
7447,Ohio,Millersburg,44654,212 North Washington Street,(330) 674-4608,Anazao Community Partners
7448,Ohio,Millersburg,44654,212 North Washington Street,(330) 674-6697,Counseling Center of Wayne and Holmes Counties
7449,Ohio,Millersburg,44654,10 South Clay Street,(330) 275-0573,Family Life Counseling and Psychiatric Services
7450,Ohio,Millersburg,44654,34-C South Clay Street,(330) 264-8498,OneEighty
7451,Ohio,Mingo Junction,43938,220 Murdock Avenue,(740) 535-1314,MINGO JUNCTION Youth Treatment Center
7452,Ohio,Mount Gilead,43338,245 Neal Avenue,(419) 946-6734,MOUNT GILEAD Maryhaven
7453,Ohio,Mount Gilead,43338,950 Meadow Drive,(419) 949-2000,CHLD SNR YAD Southeast Healthcare Services
7454,Ohio,Mount Orab,45154,710 North High Street,(937) 444-1613,Child Focus Inc Mount Orab Outstation
7455,Ohio,Mount Orab,45154,116 North High Street,(937) 444-6127x2605,Talbert House Brown County
7456,Ohio,Mount Vernon,43050,8402 Blackjack Road Extension,(740) 397-0442,Behavioral Healthcare Partners of Central Ohio Inc
7457,Ohio,Mount Vernon,43050,17606 Coshocton Road,(330) 264-3232,Village Network Knox CRC
7458,Ohio,Napoleon,43545,600 Freedom Drive,(419) 599-1660,A Renewed Mind Crisis Care and Counseling Center
7459,Ohio,Napoleon,43545,1895 Oakwood Drive,(419) 924-2029,A Renewed Mind Renewal Center
7460,Ohio,Napoleon,43545,219 East Washington Street,(419) 592-0540,SNR YAD Center for Child and Family Advocacy
7461,Ohio,Newark,43055,65 Messimer Drive,(740) 522-8477,Behavioral Healthcare Partners of Central Ohio Inc
7462,Ohio,Newark,43055,200 Messimer Drive,(220) 564-4863,Licking Memorial Hosp at Shepherd Hill Behavioral Health Services
7463,Ohio,Newark,43055,68 West Church Street,(740) 281-1777,Mid Ohio Psychological Services Inc
7464,Ohio,Newark,43055,15 North 3rd Street,(740) 349-7511,National Youth Advocate Program Inc
7465,Ohio,Newark,43055,2112 Cherry Valley Road,(740) 755-4500,National Youth Advocate Program Inc
7466,Ohio,Newark,43055,14 Sandalwood Drive,(740) 788-8850,Village Network Newark
7467,Ohio,Newark,43055,195 Union Street,(740) 349-7066x220,Woodlands Serving Central Ohio Inc
7468,Ohio,New Philadelphia,44663,1260 Monroe Street NW,(330) 602-5339x2000,Louis Stokes VA Medical Center New Philadelphia CBOC
7469,Ohio,New Philadelphia,44663,1433 5th Street NW,(330) 343-8171,Personal and Family Counseling Servs OhioGuidestone
7470,Ohio,New Philadelphia,44663,344 West High Avenue,(330) 339-7850,Southeast Healthcare Services Inc New Philadelphia Office
7471,Ohio,North Canton,44720,5399 Lauby Road North,(330) 497-7726,Village Network Akron/Canton Area Network
7472,Ohio,Norwalk,44857,292 Benedict Avenue,(419) 663-3737,Firelands Csl and Recovery Servs
7473,Ohio,Old Washington,43768,239-A Old National Road,(740) 489-5571,OLD WASHINGTON Southeastern Ohio Counseling Ctr LLC
7474,Ohio,Oregon,43616,2600 Navarre Avenue,(419) 696-8800,Mercy Behavioral Health Institute Mercy Saint Charles Hospital
7475,Ohio,Orrville,44667,119 East Market Street,(330) 682-4800,Anazao Community Partners
7476,Ohio,Orrville,44667,859 South Main Street,(330) 683-5106,Counseling Center of Wayne and Holmes Counties
7477,Ohio,Ottawa,45875,835 North Locust Street,(419) 523-4300,Pathways Counseling Center Inc
7478,Ohio,Oxford,45056,5223 College Corner Pike,(513) 273-8064,Butler Behavioral Health Services Oxford Counseling Center
7479,Ohio,Painesville,44077,1083 Mentor Avenue,(440) 358-7370,Crossroads Early Childhood Services
7480,Ohio,Painesville,44077,90 North State Street,(440) 234-2006,OhioGuidestone
7481,Ohio,Painesville,44077,462 Chardon Street,(440) 853-1501,Signature Health
7482,Ohio,Paulding,45879,501 McDonald Pike,(419) 399-3636,Westwood Behavioral Health Center Inc North
7483,Ohio,Perrysburg,43551,885 Commerce Drive,(419) 330-1349,A Renewed Mind
7484,Ohio,Perrysburg,43551,800 Commerce Drive,(419) 352-5387,Harbor Wood County
7485,Ohio,Pickerington,43147,437 Hill Road North,(614) 834-1919,New Horizons Mental Health Services
7486,Ohio,Port Clinton,43452,335 Buckeye Boulevard,(419) 734-2942,PORT CLINTON Firelands Csl and Recovery Servs
7487,Ohio,Portsmouth,45662,840 Gallia Street,(740) 353-3236,Chillicothe VA Med Ctr Portsmouth CBOC
7488,Ohio,Ravenna,44266,3920 Lovers Lane,(330) 676-8051,Coleman Professional Services
7489,Ohio,Ravenna,44266,520 North Chestnut Street,(330) 296-5552,Portage County Childrens Service Ctr DBA Childrens Advantage
7490,Ohio,Ravenna,44266,6693 North Chestnut Street,(330) 296-3700,Summit Psychological Associates Inc
7491,Ohio,Reynoldsburg,43068,1900 Brice Road,(614) 239-9965,Whitehall CAP Inc WCAP Counseling
7492,Ohio,Rittman,44270,8 North Main Street,(330) 925-5466,Counseling Center of Wayne and Holmes Counties
7493,Ohio,Rocky River,44116,20575 Center Ridge Road,(216) 957-3200,ROCKY RIVER MetroHealth Rocky River Med Office
7494,Ohio,Saint Clairsville,43950,67670 Traco Drive,(740) 695-2131,SAINT CLAIRSVILLE Fox Run Hospital
7495,Ohio,Saint Clairsville,43950,68353 Bannock Road,(740) 695-9344,Southeast Healthcare Services Inc Saint Clairsville Office
7496,Ohio,Saint Clairsville,43950,104 1/2 North Marietta Street,(740) 695-5441,Tri County Help Center Inc
7497,Ohio,Saint Louisville,43071,8135 Mount Vernon Road,(740) 345-5437,SAINT LOUISVILLE House of New Hope
7498,Ohio,Saint Marys,45885,720 Armstrong Street,(419) 394-7451,Family Resource Center of Northwest Ohio Inc
7499,Ohio,Salem,44460,166 1/2 Vine Avenue,(330) 332-1514,Columbiana County MH Center DBA The Counseling Center
7500,Ohio,Salem,44460,2789 East State Street,(234) 575-0112,Comprehensive Behavioral Hlth Assoc Salem Office
7501,Ohio,Sandusky,44870,1925 Hayes Avenue,(419) 557-5177,Firelands Regional Health System
7502,Ohio,Sandusky,44870,1111 Hayes Avenue,(419) 557-7776,Firelands Regional Medical Center
7503,Ohio,Sandusky,44870,1912 Hayes Avenue,(419) 609-1460x46900,Louis Stokes VA Medical Center Sandusky CBOC
7504,Ohio,Sheffield Lake,44054,5255 North Abbe Road,(440) 934-9158,Louis Stokes VA Medical Center Lorain CBOC
7505,Ohio,Shelby,44875,169 Mansfield Avenue,(567) 292-9211,Family Life Counseling and Psychiatric Services
7506,Ohio,Sidney,45365,1101 North Vandemark Road,(937) 710-4616,Family Resource Center of Northwest Ohio Inc
7507,Ohio,South Point,45680,178 Private Road 19423,(740) 451-0741,ENA Inc Necco Inc
7508,Ohio,Springfield,45503,1835 Miracle Mile,(937) 390-7960,MH Servs for Clark and Madison Cnty Child Adolescent and Family Center
7509,Ohio,Springfield,45503,924 East Home Road,(937) 390-8004,MH Servs for Clark and Madison Cnty Youth Challenges Partial Hospital Prog
7510,Ohio,Springfield,45503,1918 Mechanicsburg Road,(937) 399-6101,Oesterlen Services for Youth Inc
7511,Ohio,Springfield,45503,525 East Home Road,(937) 328-5308,Project Woman of Ohio
7512,Ohio,Springfield,45505,651 South Limestone Street,(937) 324-1111,Rocking Horse Childrens Health Center
7513,Ohio,Springfield,45506,15 East Pleasant Street,(937) 325-5564,WellSpring
7514,Ohio,Steubenville,43952,380 Summit Avenue,(740) 264-7751,Jefferson Behavioral Health System
7515,Ohio,Steubenville,43952,380 Summit Avenue,(740) 283-7868,Trinity Medical Center East Behavioral Health Services
7516,Ohio,Stow,44224,4302 Allen Road,(330) 865-4644,Charak Center for Health and Wellness Rakesh Ranjan MD and Associates Inc
7517,Ohio,Struthers,44471,520 Youngstown Poland Road,(330) 318-3078,PsyCare Struthers Clinic
7518,Ohio,Sylvania,43560,5200 Harroun Road,(419) 824-1444,Flower Hospital Behavioral Health
7519,Ohio,Sylvania,43560,5465 Main Street,(419) 885-8800,Toledo Center for Eating Disorders
7520,Ohio,Tallmadge,44278,30 NW Avenue,(330) 633-4187,National Youth Advocate Program Inc
7521,Ohio,Tiffin,44883,76 Ashwood Drive,(419) 448-9440,Firelands Csl and Recovery Servs
7522,Ohio,Tipp City,45371,7695 South County Road 25-A,(937) 667-4678,TIPP CITY New Creation Counseling Center
7523,Ohio,Toledo,43604,1832 Adams Street,(419) 720-9247,A Renewed Mind
7524,Ohio,Toledo,43623,5166 Monroe Street,(567) 455-7459,A Renewed Mind Expressive Arts
7525,Ohio,Toledo,43605,117 Main Street,(419) 691-1322,A Renewed Mind River East Access Center
7526,Ohio,Toledo,43604,1946 North 13th Street,(419) 244-8624,Court Diagnostic and Treatment Ctr
7527,Ohio,Toledo,43605,2411 Seaman Street,(419) 324-0947,Genacross Family and Youth Services
7528,Ohio,Toledo,43606,3909 Woodley Avenue,(419) 475-4449,Harbor
7529,Ohio,Toledo,43606,3909 Woodley Road,(419) 475-4449,Harbor
7530,Ohio,Toledo,43604,123 22nd Street,(419) 475-4449,Harbor
7531,Ohio,Toledo,43617,7140 Port Sylvania Drive,(419) 475-4449,Harbor
7532,Ohio,Toledo,43620,2149 Collingwood Boulevard,(419) 243-9178,Lutheran Social Services Administrative Office
7533,Ohio,Toledo,43604,1219 Jefferson Avenue,(567) 289-2273,National Youth Advocate Program Inc
7534,Ohio,Toledo,43614,930 South Detroit Avenue,(419) 381-1881,Northwest Ohio Psychiatric Hospital
7535,Ohio,Toledo,43610,3350 Collingwood Boulevard,(419) 255-9585,Rescue Mental Health and Addiction
7536,Ohio,Toledo,43606,2121 Hughes Drive,(419) 291-4681,Toledo Hospital Toledo Childrens Hospital Peds Psych
7537,Ohio,Toledo,43604,544 East Woodruff Avenue,(419) 242-9577,Unison Behavioral Health Group
7538,Ohio,Toledo,43614,3000 Arlington Avenue,(419) 383-4000,University of Toledo Medical Center Behavioral Health Unit
7539,Ohio,Toledo,43614,1200 South Detroit Avenue,(419) 259-2000,VA Ann Arbor Healthcare System Toledo Comm Based Outpt Clinic
7540,Ohio,Toledo,43617,6605 West Central Avenue,(419) 841-7701,Zepf Center
7541,Ohio,Toledo,43620,2005 Ashland Avenue,(419) 841-7701,Zepf Center/Ashland
7542,Ohio,Toledo,43607,508 Hawley Street,(419) 841-7701,Zepf Center/Hawley
7543,Ohio,Toledo,43607,905 Nebraska Avenue,(419) 841-7701,Zepf Center Nebraska
7544,Ohio,Toledo,43604,424 West Woodruff Avenue,(419) 841-7701,Zepf Center/Woodruff
7545,Ohio,Troy,45373,550 Summit Avenue,(937) 335-0361,Darke County Recovery Services Recovery and Wellness Center
7546,Ohio,Troy,45373,3130 North County Road 25A,(937) 440-7121,Samaritan Behavioral Health Miami Corp
7547,Ohio,Twinsburg,44087,2305 East Aurora Road,(330) 425-7111,North Summit Office Child Guidance and Family Solutions
7548,Ohio,Uniontown,44685,1940 Town Park Boulevard,(330) 896-5058,Cleveland Clinic Akron General Health and Wellness/Green
7549,Ohio,Urbana,43078,1522 U.S. Highway 36,(937) 653-5583,TCN Behavioral Health
7550,Ohio,Urbana,43078,1 Monument Square,(937) 653-5990,WellSpring Urbana
7551,Ohio,Vandalia,45377,211 Kenbrook Drive,(937) 293-8300,South Community Kenbrook Location
7552,Ohio,Van Wert,45891,1229 Lincoln Highway,(419) 238-1695,VAN WERT Marsh Foundation
7553,Ohio,Van Wert,45891,1158 Westwood Drive,(419) 238-3434,Westwood Behavioral Health Ctr Inc
7554,Ohio,Warren,44481,320 High Street NE,(330) 394-9090,Compass Family and Community Services
7555,Ohio,Warren,44485,3120 West Market Street,(330) 898-6992,COMPASS Family and Community Services Riverbend Center
7556,Ohio,Warren,44483,430 Franklin Street SE,(330) 372-2200,Greentree Counseling Center Inc
7557,Ohio,Warren,44485,1460 Tod Avenue NW,(330) 392-0311x1406,Louis Stokes VA Medical Center Warren CBOC
7558,Ohio,Warren,44484,1950 NE Niles Cortland Road,(330) 318-3911,Meridian Healthcare Howland Office
7559,Ohio,Warren,44481,150 East Market Street,(330) 394-6244x1150,Valley Counseling Services Adult Office
7560,Ohio,Warren,44483,318 Mahoning Avenue NW,(330) 395-9563,Valley Counseling Services Childrens Office
7561,Ohio,Wauseon,43567,725 South Shoop Avenue,(419) 330-2775,Fulcare Behavioral Health Hospital Inpatient
7562,Ohio,Waverly,45690,102 Dawn Lane,(740) 947-7783x240,Scioto Paint Valley Mental Health Ctr Pike County Satellite Clinic
7563,Ohio,West Chester,45069,5900 West Chester Road,(513) 777-2428,A Haven for Kids Inc DBA Positive Leaps
7564,Ohio,West Chester,45069,8614 Shepherd Farm Drive,(513) 942-9500,Beckett Springs
7565,Ohio,West Chester,45069,6942 Tylersville Road,(513) 795-7557,Modern Psychiatry and Wellness LLC
7566,Ohio,Westerville,43081,700 Brooksedge Boulevard,(614) 882-9338,Concord Counseling Services
7567,Ohio,Westerville,43081,275 West Schrock Road,(614) 355-8230,Nationwide Childrens Hospital Behavioral Health Services
7568,Ohio,Westerville,43081,185 West Schrock Road,(614) 355-8080,Westerville Close to Home
7569,Ohio,Westlake,44145,29133 Health Campus Drive,(440) 835-6212,Far West Center
7570,Ohio,West Liberty,43357,550 North Detroit Street,(937) 465-0010,WEST LIBERTY Adriel School Inc
7571,Ohio,West Liberty,43357,1521 North Detroit Street,(937) 465-8065,TCN Behavioral Health
7572,Ohio,West Union,45693,116 Mulberry Street,(937) 779-3030,Mental Health Treatment
7573,Ohio,West Union,45693,14297 State Route 41,(937) 779-3030,Outpatient Services
7574,Ohio,West Unity,43570,118 West Jackson Street,(419) 221-2821,WEST UNITY National Youth Advocate Program Inc
7575,Ohio,Willoughby,44094,35104 Euclid Avenue,(440) 497-1977,Crossroads Family Wellness Center
7576,Ohio,Willoughby,44094,35000 Keiser Court,(440) 934-9158x49300,Louis Stokes VA Medical Center Lake County VA Outpatient Clinic
7577,Ohio,Willoughby,44094,1420 Lost Nation Road,(440) 951-6532,North Coast Behavioral Healthcare Willoughby Place
7578,Ohio,Willoughby,44094,38882 Mentor Avenue,(440) 953-9999,Signature Health Inc
7579,Ohio,Woodsfield,43793,37990 Airport Road,(740) 472-0753,Southeast Healthcare Services
7580,Ohio,Woodsfield,43793,117 North Main Street,(740) 472-0255,Tri County Help Center Inc
7581,Ohio,Wooster,44691,2587 Back Orrville Road,(330) 264-9597,Anazao Community Partners
7582,Ohio,Wooster,44691,2685 Armstrong Road,(330) 345-7949,Christian Childrens Home of Ohio
7583,Ohio,Wooster,44691,2285 Benden Drive,(330) 264-9029,Counseling Center of Wayne and Holmes Counties
7584,Ohio,Wooster,44691,104 Spink Street,(330) 264-8498,OneEighty
7585,Ohio,Wooster,44691,128 East Milltown Road,(330) 264-8498,OneEighty
7586,Ohio,Wooster,44691,2803 Akron Road,(330) 264-3232,Village Network Wooster Boys Village Campus
7587,Ohio,Xenia,45385,287 Cincinnati Avenue,(937) 376-8700,Family Solutions Center
7588,Ohio,Xenia,45385,452 West Market Street,(937) 376-8700,TCN Behavioral Health Services Inc
7589,Ohio,Youngstown,44512,8225 South Avenue,(330) 793-2487,Alta Care Group
7590,Ohio,Youngstown,44515,142 Javit Court,(330) 793-2487,Alta Care Group
7591,Ohio,Youngstown,44502,711 Belmont Avenue,(330) 793-2487,Alta Care Group
7592,Ohio,Youngstown,44505,615 Churchill Hubbard Road,(330) 759-2700,Belmont Pines Hospital
7593,Ohio,Youngstown,44509,939 Wilkinson Avenue,(330) 793-2487x214,Camp Challenge
7594,Ohio,Youngstown,44505,4531 Belmont Avenue,(330) 759-3040,Churchill Counseling Services
7595,Ohio,Youngstown,44504,278 Broadway Avenue,(330) 743-9275x1233,COMPASS Family and Community Services Doris Burdman Home
7596,Ohio,Youngstown,44502,535 Marmion Avenue,(330) 782-5664x1118,COMPASS Family and Community Servs
7597,Ohio,Youngstown,44515,104 Javit Court,(330) 797-4050,Comprehensive Behav Hlth Assoc Inc
7598,Ohio,Youngstown,44512,955 Windham Court,(330) 726-9570,Comprehensive Psychiatry Group Inc
7599,Ohio,Youngstown,44505,2031 Belmont Avenue,(330) 740-9200x1502,Louis Stokes VA Medical Center Youngstown CBOC
7600,Ohio,Youngstown,44515,5423 Mahoning Avenue,(330) 633-4187,National Youth Advocate Program Inc
7601,Ohio,Youngstown,44504,1344 5th Avenue,(330) 742-2593,North Coast Behavorial Healthcare CSN Mahoning Cnty Comm Support Network
7602,Ohio,Youngstown,44512,997 Boardman Canfield Road,(330) 758-0101,PsyCare
7603,Ohio,Youngstown,44515,136 Westchester Drive,(330) 270-1400,PsyCare
7604,Ohio,Youngstown,44505,2980 Belmont Avenue,(330) 759-2310,PsyCare
7605,Ohio,Youngstown,44501,1044 Belmont Avenue,(330) 480-3655,Saint Elizabeth Hospital
7606,Ohio,Youngstown,44512,8261 Market Street,(330) 286-0050,Travco Behavioral Health Center Inc
7607,Ohio,Youngstown,44505,4970 Belmont Avenue,(330) 759-8237x114,Valley Counseling Services Southeastern Office
7608,Ohio,Zanesville,43701,2845 Bell Street,(740) 454-9766,Allwell Behavioral Health Services
7609,Ohio,Zanesville,43701,3405 Dillon Acres Drive,(740) 455-4132,Allwell Behavioral Health Services Crisis Stabalization Center
7610,Ohio,Zanesville,43701,58 North 5th Street,(855) 692-7247,Cedar Ridge Behavioral Health Solutions
7611,Ohio,Zanesville,43701,2951 Maple Avenue,(740) 454-4778,Genesis Healthcare System
7612,Ohio,Zanesville,43701,14 North 5th Street,(740) 755-4730,National Youth Advocate Program Inc
7613,Oklahoma,Ada,74820,1308 Cradduck Road,(580) 332-3699,Carl Albert CMHC PACT Team
7614,Oklahoma,Ada,74820,111 East 12th Street,(580) 436-2690,Lighthouse Behavioral Wellness Centers
7615,Oklahoma,Ada,74820,1000 Rolling Hills Lane,(580) 436-3600,Rolling Hills Hospital
7616,Oklahoma,Ada,74820,901 West 18th Street,(580) 436-6130,Unity Point Counseling and Res Ctr
7617,Oklahoma,Afton,74331,138 South Main Street,(918) 257-4244,Grand Lake Mental Health Center Inc Afton County Office
7618,Oklahoma,Altus,73521,1200 East Tamarack Road,(580) 379-6850,Jackson County Mem Hospital Behavioral Health
7619,Oklahoma,Altus,73522,215 West Commerce Street,(580) 480-0650,Jim Taliaferro Comm Mental Health Ctr Altus Satellite
7620,Oklahoma,Ardmore,73401,2530 South Commerce Street,(580) 223-5636,Lighthouse Behavioral Wellness Centers
7621,Oklahoma,Ardmore,73401,2530 South Commerce Street,(580) 226-5048x135,Lighthouse Behavioral Wellness Centers
7622,Oklahoma,Barnsdall,74002,410 West Main Street,(918) 847-3527,Grand Lake Mental Health Center Inc
7623,Oklahoma,Bartlesville,74003,700 South Penn Avenue,(918) 337-8080,Grand Lake Mental Health Center Inc Washington County Office
7624,Oklahoma,Bartlesville,74006,3500 East Frank Phillips Boulevard,(918) 333-7200,Jane Phillips Medical Center Behavioral Health
7625,Oklahoma,Bethany,73008,7600 NW 23rd Street,(405) 792-5330,Cedar Ridge at Bethany
7626,Oklahoma,Checotah,74426,422 West Gentry,(918) 682-8407,Green Country Behav Health Servs Inc
7627,Oklahoma,Choctaw,73020,14625 NE 23rd Street,(405) 390-8131,Tri City Youth and Family Center Inc
7628,Oklahoma,Claremore,74017,12005 East 470 Road,(918) 273-1841x2202,Grand Lake Mental Health Center Inc Rogers County Clinic
7629,Oklahoma,Claremore,74017,1820 North Sioux Avenue,(918) 341-7580,Rogers County Youth Services Inc
7630,Oklahoma,Coweta,74429,31870 Highway 51,(918) 224-9307,Muscogee Creek Nation Department of Behavioral Health Services
7631,Oklahoma,Duncan,73533,1407 North Whisenant Drive,(580) 252-5300,Duncan Regional Hospital Inc
7632,Oklahoma,Duncan,73533,324 South Highway 81,(580) 475-0519,Jim Taliaferro Comm Mental Health Ctr Duncan Satellite
7633,Oklahoma,Durant,74701,1001 West Main Street,(580) 924-7330,Lighthouse Behavioral Wellness Centers Durant Clinic
7634,Oklahoma,Durant,74701,1705 North Washington Avenue,(580) 931-3008,Southeastern OK Family Services Durant Clinic
7635,Oklahoma,Edmond,73034,400 South Broadway,(405) 763-8063,Hearts of Hope
7636,Oklahoma,Edmond,73003,425 South Fretz Avenue,(405) 726-9808,Seasons of Change Behavioral Health Services Inc
7637,Oklahoma,Elk City,73644,1801 West 3rd Street,(580) 303-5855,ELK CITY Great Plains Regional Medical Center
7638,Oklahoma,Elk City,73644,100 South Monroe Avenue,(405) 763-8063,Hearts of Hope
7639,Oklahoma,Enid,73703,2216 South Van Buren Street,(580) 234-2220,Integris Bass BaptistBehavioral Health Meadowlake
7640,Oklahoma,Enid,73701,702 North Grand Street,(580) 234-3791,Northwest Center for Behavioral Health
7641,Oklahoma,Enid,73701,305 South 5th Street,(580) 249-5510,Resilience Behavioral Health Saint Marys Regional Medical Center
7642,Oklahoma,Fairview,73737,1425 North Main Street,(580) 227-2088,Northwest Center for Behavioral Health
7643,Oklahoma,Fort Supply,73841,193461 East County Road 304,(580) 766-2311,FORT SUPPLY Northwest Center for Behavioral Health
7644,Oklahoma,Grove,74344,1115 Harber Road,(918) 786-4434,Grand Lake Mental Health Center Inc Delaware County Clinic
7645,Oklahoma,Grove,74344,10405 U.S. Highway 59 North,(918) 787-2104,ROCMND Area Youth Services Inc
7646,Oklahoma,Guthrie,73044,1911 East Rutgers Avenue,(405) 260-3441,North Oklahoma County MH Center Inc DBA NorthCare
7647,Oklahoma,Guymon,73942,5121 Highway 54 NE,(580) 338-5851,Northwest Center for Behavioral Health
7648,Oklahoma,Heavener,74937,511 East 2nd Street,(918) 653-7718,Carl Albert CMHC
7649,Oklahoma,Holdenville,74848,117 Rogers Drive,(405) 379-6668,Carl Albert CMHC
7650,Oklahoma,Hugo,74743,601 East Jackson Street,(580) 326-7531,Carl Albert CMHC
7651,Oklahoma,Idabel,74745,2000 East Lincoln Street,(580) 286-6639,Carl Albert CMHC
7652,Oklahoma,Idabel,74745,412 South Central Avenue,(580) 286-6671,Kiamichi Youth Services for McCurtain County Inc
7653,Oklahoma,Kansas,74347,207 North Highway 59,(918) 786-4434,Grand Lake Mental Health Center Inc Kansas Oklahoma Clinic
7654,Oklahoma,Kingfisher,73750,101 North 6th Street,(405) 538-6407,Serenity in Solutions LLC
7655,Oklahoma,Konawa,74849,527 West 3rd Street,(580) 925-3286x238,Central Oklahoma Family Medical Center
7656,Oklahoma,Lawton,73505,3401 West Gore Boulevard,(580) 355-8620x6650,Comanche County Memorial Hospital Silver Linings Program
7657,Oklahoma,Lawton,73505,602 SW 38th Street,(580) 248-5780,Jim Taliaferro Comm Mental Health Ctr
7658,Oklahoma,Lawton,73501,327 Southwest C Avenue,(580) 248-5436,Jim Taliaferro Comm Mental Health Ctr PACT
7659,Oklahoma,McAlester,74501,3101 Elks Road,(918) 426-2442x234,Caring Hands Healthcare Centers Inc
7660,Oklahoma,McAlester,74501,1101 East Monroe Avenue,(918) 426-7800,Carl Albert CMHC
7661,Oklahoma,McAlester,74501,One East Clark Bass Boulevard,(918) 426-1800,McAlester Regional Health Center
7662,Oklahoma,Miami,74354,203 2nd Avenue SW,(918) 542-6412,CREOKS Behavioral Health Services
